ADXL345_X,ADXL345_Y,ADXL345_Z,ITG3200_X,ITG3200_Y,ITG3200_Z,MMA8451Q_X,MMA8451Q_Y,MMA8451Q_Z,ADXL345_Mag,ITG3200_Mag,MMA8451Q_Mag,label
72,-271,76,-49,-177,-385,283,-1064,413,290.51850199255813,426.5618360800694,1175.9056084567333,0
73,-267,69,-34,-170,-418,272,-1040,384,285.2700474988568,452.52624233297234,1141.507774831166,0
63,-264,56,-43,-149,-452,245,-1033,345,277.1299334247385,477.86399738837827,1116.305961643133,0
54,-268,49,-81,-122,-468,205,-1046,296,277.74268667239465,490.3763860546305,1106.2355083796579,0
49,-277,33,-145,-89,-459,183,-1092,244,283.22958884975276,489.5171089962025,1133.7940730132611,0
47,-292,17,-231,-56,-437,176,-1162,183,296.24651896689016,497.45954609395125,1189.4154026243311,0
47,-319,-5,-339,-34,-424,181,-1248,99,322.4825576678528,543.9237078855821,1264.937152589013,0
49,-343,-29,-451,-30,-424,191,-1355,19,347.69383083396804,619.7394613867992,1368.5273106518555,0
49,-378,-45,-548,-26,-443,177,-1459,-59,383.8098487532596,705.1446660083305,1470.8810284995861,0
48,-400,-51,-613,5,-485,161,-1552,-100,406.0849664786915,781.6770432857805,1563.5296607356063,0
44,-420,-51,-631,74,-538,161,-1631,-83,425.3669004518335,832.514864732156,1641.027422074354,0
44,-430,-41,-590,166,-593,165,-1648,-43,434.1854442516469,852.8217867761118,1656.797513276743,0
45,-426,-36,-500,248,-650,172,-1638,-25,429.88021587414323,856.7403340569417,1647.1954953799504,0
47,-416,-43,-384,308,-708,174,-1603,-40,420.84914161727835,862.3131681703579,1612.9119628795615,0
50,-402,-50,-272,352,-760,185,-1541,-85,408.17153256933534,880.6179648405998,1554.3908774822373,0
50,-384,-62,-190,396,-809,182,-1483,-128,392.17343102255154,920.5416883552857,1499.5989463853327,0
39,-364,-67,-155,440,-852,152,-1420,-159,372.16394236948855,971.3542093386943,1436.935976305138,0
21,-341,-67,-152,458,-887,104,-1333,-152,348.1537016893544,1009.7707660652491,1345.6630336009086,0
15,-320,-64,-157,422,-906,60,-1240,-149,326.6818023704412,1011.7158692043928,1250.3603480597103,0
1,-295,-67,-152,337,-913,20,-1148,-153,302.5144624641936,985.0086294038241,1158.3233572711897,0
10,-282,-82,-142,227,-906,38,-1091,-194,293.8503020246874,944.7375296874789,1108.7655297672272,0
12,-261,-92,-137,125,-918,48,-1011,-242,277.0,936.5457810486362,1040.667574204174,0
16,-245,-109,-135,66,-920,50,-938,-310,268.62985686628355,932.1915039303888,989.1632827799463,0
26,-233,-121,-124,48,-953,104,-889,-373,263.82949039104784,962.2312611841293,969.6731408057047,0
13,-206,-136,-110,18,-999,69,-792,-423,247.1861646613742,1005.1989852760497,900.5298440362762,0
12,-185,-143,-101,-21,-983,33,-709,-470,234.13244115243833,988.3981991080316,851.2755135677286,0
7,-168,-150,-91,-59,-955,40,-641,-484,225.32864886649455,961.1383875384439,804.1996020889342,0
-3,-154,-149,-129,-120,-937,10,-614,-474,214.30352306950067,953.4201592162817,775.7396470466106,0
-6,-154,-131,-213,-204,-909,-19,-609,-421,202.2696220394946,955.6495173440941,740.5963813036086,0
-13,-157,-117,-329,-296,-867,-42,-629,-358,196.2320055444575,973.4197450226701,724.9613782816295,0
-14,-172,-99,-464,-384,-808,-54,-682,-302,198.94974239742055,1007.7777532769812,747.8261830131385,0
-19,-205,-87,-593,-463,-740,-71,-785,-236,223.50615204060938,1055.2810052303605,822.7770050262708,0
-22,-240,-75,-687,-522,-662,-84,-941,-177,252.40641830191245,1087.5187354707964,961.1794837594069,0
-32,-279,-64,-722,-557,-572,-127,-1092,-133,288.0295123767702,1076.437178845101,1107.3761781797548,0
-35,-316,-51,-687,-572,-469,-146,-1215,-75,321.99689439496154,1009.5117631805981,1226.0367041814043,0
-44,-346,-43,-577,-573,-365,-170,-1332,-41,351.4270905892145,891.3377586526894,1343.4303108088636,0
-44,-372,-32,-407,-570,-266,-165,-1416,-4,375.9574444002938,749.2029097647712,1425.5865459522267,0
-36,-385,-22,-185,-567,-177,-153,-1464,26,387.3047895391948,622.1278003754534,1472.2027713599782,0
-29,-394,-30,67,-560,-99,-126,-1498,22,396.2032306783982,572.6168003123904,1503.4506975621116,0
-25,-395,-32,296,-548,-36,-109,-1512,-1,397.0818555411466,623.8717816987718,1515.924140582239,0
-16,-395,-32,489,-533,17,-83,-1493,-22,396.6169436622697,723.5323075025744,1495.4671510935973,0
-6,-382,-47,654,-533,59,-41,-1450,-63,384.92726585681095,845.745824701488,1451.9469687285414,0
-1,-360,-61,782,-541,97,-1,-1381,-132,365.13285253452614,955.8315751218935,1387.2944892848093,0
15,-335,-79,873,-541,137,52,-1285,-196,344.5156019689094,1036.1365740094304,1300.9016104225561,0
31,-307,-87,916,-517,176,115,-1184,-237,320.59164056475333,1066.452530589149,1212.9509470708203,0
45,-274,-91,906,-473,216,170,-1068,-239,292.20198493507877,1044.615240172189,1107.540066995321,0
64,-252,-96,847,-417,264,238,-979,-250,277.1569952211201,980.3030143787175,1038.0679168532279,0
81,-231,-89,716,-365,307,299,-911,-225,260.46688849064867,860.3080843511817,984.8588731386848,0
90,-217,-79,535,-327,335,344,-856,-192,247.85076154815422,710.9001336334098,942.3035604305016,0
92,-205,-72,346,-312,350,348,-798,-156,235.95126615468712,582.7177704515283,884.4455890556525,0
94,-193,-62,191,-315,362,352,-755,-121,223.4479805234319,516.4784603446692,841.7660007389227,0
95,-187,-58,74,-334,376,361,-718,-107,217.61893299986562,508.3384699194032,810.7367020186024,0
98,-178,-57,-14,-349,385,356,-705,-106,211.03791128610044,519.8288179776108,796.8669901558227,0
101,-183,-51,-80,-351,395,362,-705,-101,215.15343362354224,534.4398937205193,798.9180183222807,0
98,-185,-52,-126,-333,407,360,-717,-91,215.7150898755115,540.7531784465071,807.4465926610874,0
92,-192,-53,-150,-297,418,346,-732,-81,219.40145851839728,534.2593003402,813.6958891379506,0
87,-197,-52,-154,-242,430,324,-760,-87,221.54457790702077,516.8945733899709,830.7496614504275,0
80,-207,-56,-153,-179,449,295,-782,-86,228.87769659798658,507.0019723827512,840.2053320468754,0
72,-215,-52,-149,-112,467,272,-822,-73,232.62201099638014,502.8260136468677,868.9056335414106,0
60,-223,-47,-141,-47,473,239,-854,-67,235.6650164958728,495.8013715188775,889.3402048710044,0
53,-233,-45,-125,9,476,206,-888,-54,243.15221570037153,492.221494857752,913.1790623968554,0
46,-240,-39,-101,54,472,175,-922,-36,247.46110805538717,485.69640723398396,939.1512125318266,0
40,-245,-32,-63,88,463,143,-945,-27,250.29782260339383,475.4808092867682,956.1396341539242,0
29,-252,-37,-12,115,455,113,-953,-14,256.34742050584396,469.4613935138863,959.7780993542206,0
21,-249,-35,47,142,444,88,-958,-17,252.32320543303186,468.51787585960903,962.1834544409917,0
16,-245,-34,103,173,430,64,-942,-15,247.86488254692313,474.8031170917057,944.2907391264621,0
11,-239,-39,147,206,412,45,-930,-29,242.4108083398923,483.5173213029705,931.5395858469999,0
4,-233,-41,175,242,402,19,-897,-30,236.61360907606309,500.79237214638164,897.7026233670034,0
-1,-222,-43,183,279,394,-1,-857,-31,226.12828217629036,516.3003002129672,857.5610765420735,0
-4,-214,-41,170,317,390,-14,-830,-28,217.92888748396803,530.5553694007817,830.5901516391824,0
-4,-206,-34,140,350,383,-18,-812,-13,208.82528582525632,537.3909191640663,812.3035147037098,0
1,-204,-31,102,379,382,-18,-783,4,206.34437234875102,547.6942577752665,783.2170835726197,0
0,-194,-26,60,405,386,-9,-766,15,195.73451407454945,562.6908565100379,766.1997128686489,0
0,-189,-28,18,431,393,-3,-749,33,191.06281689538653,583.5529110543448,749.7326190049356,0
3,-193,-19,-27,452,399,2,-741,51,193.95618061820045,603.5180196149904,742.7556798840383,0
5,-192,-19,-66,469,406,9,-739,64,193.00259065618783,623.8212885113812,741.8207330615666,0
5,-194,-11,-101,483,410,22,-751,73,194.37592443510076,641.5528037504006,754.8602519672102,0
6,-198,-10,-127,497,411,18,-766,84,198.34313701260248,657.311950294531,770.8021795506289,0
5,-206,-6,-147,507,408,24,-793,90,206.1480050837262,667.1746398058008,798.4516265873594,0
8,-212,-7,-162,516,392,21,-820,94,212.26634212705508,667.955088310584,825.6373295824263,0
11,-215,-9,-169,522,366,39,-838,97,215.4692553474857,659.5460560112539,844.4962995774464,0
16,-221,-4,-166,527,333,57,-859,95,221.61453020955102,645.1154935358475,866.1148884530273,0
16,-224,-4,-160,538,294,62,-867,95,224.6063222618633,633.6244944760264,874.390073136698,0
21,-227,-3,-150,555,255,72,-869,95,227.98903482404586,628.9276587970988,877.1373894664393,0
28,-228,-8,-140,577,214,74,-866,94,229.85212637693826,631.1299390775247,874.2242275297568,0
17,-225,-8,-132,601,171,64,-862,91,225.78308173997448,638.6438757241785,869.1495843639344,0
15,-220,-3,-121,627,130,61,-857,99,220.53117693423758,651.6670929239867,864.8531667283181,0
13,-219,3,-107,649,91,53,-841,117,219.4060163258975,664.0263548986592,850.7520202738281,0
9,-215,0,-94,666,49,37,-832,130,215.18828964420902,674.3834220975483,842.9074682312406,0
7,-216,7,-81,679,11,21,-830,131,216.22673285234646,683.9027708673215,840.5367332841557,0
-5,-210,14,-79,686,-28,-12,-816,162,210.52553289328114,691.1012950356843,832.0120191439545,0
-13,-210,12,-68,688,-57,-35,-814,183,210.74392043425595,693.6980611188127,835.0508966524136,0
-14,-210,23,-48,688,-72,-48,-816,199,211.7191535974013,693.420507340243,841.2853261527863,0
-13,-215,23,-20,686,-87,-57,-829,206,216.61717383439384,691.783925803426,856.1109741149216,0
-18,-223,20,12,678,-103,-66,-849,218,224.61745257214542,685.8841009966626,879.0227528340777,0
-12,-229,34,51,679,-116,-75,-871,229,231.82105167564055,690.7228098159203,903.7184296007247,0
-19,-235,29,100,676,-124,-88,-890,230,237.54368019376983,694.515658570777,923.441389585717,0
-27,-237,24,155,673,-132,-102,-914,222,239.73735628808456,703.1201888724288,946.0887907590915,0
-28,-241,18,199,665,-135,-119,-930,194,243.28789530101986,707.1428427128426,957.4429486919835,0
-28,-241,14,227,653,-139,-113,-933,177,243.0246901037012,705.1659379181613,956.3404205616324,0
-31,-233,5,236,641,-138,-101,-929,145,235.10635891017495,696.8651232483944,945.6569145308462,0
-26,-251,-12,218,622,-98,-120,-964,92,252.62818528422358,666.3422544008447,975.7868619734537,0
-25,-253,-15,179,619,-97,-91,-981,68,254.67430180526657,651.6218228389838,987.5555680568056,0
-22,-255,-16,132,597,-125,-81,-987,51,256.4468755902477,624.0657016693034,991.6304755300737,0
-16,-260,-27,82,559,-134,-63,-1013,22,261.8873803756111,580.6556638835102,1015.1955476655717,0
-16,-268,-38,33,505,-124,-44,-1059,-26,271.15309328864384,521.0470228299937,1060.2325216668276,0
-2,-281,-49,-21,441,-111,-23,-1108,-71,285.24726116125987,455.2394974076832,1110.510693329875,0
-5,-295,-57,-89,366,-101,-12,-1144,-108,300.4979201259137,389.9717938518118,1149.1492505327583,0
-2,-302,-63,-172,294,-98,-4,-1172,-129,308.50769844527383,354.4347612749066,1179.0848145913847,0
4,-310,-55,-252,247,-90,10,-1194,-104,314.86663843602105,364.1606788218629,1198.5624722975435,0
4,-316,-45,-311,227,-76,24,-1226,-32,319.213094969489,392.4614630763128,1226.6523549889757,0
5,-325,-8,-334,221,-60,12,-1248,73,325.1368942461006,404.9654306234052,1250.1907854403662,0
-4,-330,14,-309,215,-41,-17,-1279,183,330.3210559440618,378.66475938486803,1292.1373765973956,0
-10,-332,45,-241,201,-12,-34,-1276,286,335.18502353178013,314.0477670673683,1308.1009135384013,0
-16,-327,63,-145,173,25,-49,-1277,365,333.3976604596979,227.11010545548166,1329.0428886984798,0
-16,-319,77,-40,137,65,-47,-1248,416,328.55136584710766,156.8247429457482,1316.3468387928767,0
-15,-311,79,46,101,108,-62,-1202,433,321.22733383073114,154.85799947048264,1279.1157101685524,0
-13,-300,87,110,70,157,-55,-1156,432,312.6307726376276,204.08086632509182,1235.3076539874592,0
-14,-283,79,146,50,207,-51,-1114,425,294.1530214021267,258.19566224086725,1193.4077258003654,0
-15,-272,71,153,34,251,-56,-1076,397,281.51376520518494,295.91552848743845,1148.2686967778927,0
-13,-263,60,132,25,289,-55,-1044,353,270.07036120240963,318.700486350429,1103.435544107584,0
-15,-257,49,85,12,318,-56,-1015,321,262.05915362757315,329.38275607566345,1066.0215757666447,0
-14,-263,37,14,-5,354,-59,-1022,280,265.95864340156345,354.3120093928514,1061.3034438839818,0
-19,-271,23,-73,-21,391,-69,-1082,227,272.63712146367743,398.31018063815543,1107.7066398645447,0
-30,-299,13,-187,-42,431,-120,-1172,172,300.78231330980884,471.69269657267324,1190.6166469523262,0
-52,-319,4,-307,-69,470,-188,-1251,129,323.23520847828445,565.6058698422427,1271.6076438902057,0
-63,-344,-16,-406,-109,518,-250,-1322,47,350.08713201144656,667.1139332977539,1346.2514623947488,0
-65,-357,-44,-473,-182,570,-250,-1384,-54,365.52701678535334,762.7273431574353,1407.434545547323,0
-52,-372,-64,-511,-281,627,-203,-1439,-141,381.0301825315155,856.2774083204578,1460.07225848586,0
-28,-386,-69,-518,-378,699,-123,-1484,-160,393.1170309208188,948.5826268702162,1497.6598412189599,0
-2,-387,-54,-496,-425,782,-26,-1494,-116,390.75439856769367,1018.9038227428534,1498.7221223428978,0
10,-379,-27,-440,-407,853,31,-1460,3,380.09209410352116,1042.5248198484294,1460.33215399785,0
19,-358,0,-361,-365,908,63,-1387,101,358.50383540486706,1043.0771783525895,1392.0987752311257,0
28,-339,10,-279,-327,946,88,-1308,156,340.3013370529126,1039.0794002384996,1320.206044524869,0
33,-323,6,-226,-284,960,122,-1262,156,324.736816514543,1026.3196383193688,1277.4443236399777,0
43,-318,0,-214,-219,942,147,-1226,129,320.89406351629503,990.5155223417753,1241.5015102689163,0
42,-315,-16,-222,-147,894,153,-1208,61,318.190194694934,932.807054004203,1219.1775916575896,0
36,-314,-38,-223,-81,833,144,-1208,-28,318.3331588132157,866.128743317066,1216.874685413416,0
26,-314,-59,-197,-34,764,106,-1188,-105,320.55108797194873,789.7221030210563,1197.3324517442932,0
12,-308,-86,-135,-21,704,34,-1156,-241,320.00624993896605,717.1345759339735,1181.3437264403617,0
-1,-296,-122,-55,-31,667,-6,-1126,-389,320.15777360545223,669.9813430238188,1191.3156592608022,0
0,-282,-157,9,-47,648,-11,-1080,-533,322.75842359263066,649.7645727492381,1204.4127199594,0
0,-266,-184,33,-37,639,-8,-1020,-639,323.4377838163006,640.9204318790282,1203.654850860495,0
11,-253,-197,22,21,636,20,-954,-680,320.8410821575068,636.7267859922339,1171.7149824082646,0
16,-228,-194,-29,116,638,46,-877,-663,299.7932620990672,649.1078492823824,1100.3699377936496,0
25,-207,-179,-111,226,630,77,-801,-589,274.7999272197866,678.4519142872249,997.2216403588523,0
19,-193,-156,-203,326,611,61,-747,-492,248.88953372932338,721.6688991497416,896.545592817231,0
21,-191,-125,-290,403,602,65,-737,-377,229.23132421202823,780.328776862676,830.3752163931676,0
24,-197,-104,-372,445,590,85,-756,-284,224.0557966221807,827.3505907413132,812.0449494947925,0
27,-209,-77,-442,447,559,91,-814,-207,224.36354427580252,841.221730579994,844.8230583974374,0
26,-231,-67,-491,426,518,95,-890,-137,241.92147486322912,831.1925168094333,905.4799832133232,0
26,-257,-54,-507,400,475,100,-990,-94,263.895812774663,801.6695079644728,999.4678584126655,0
27,-287,-50,-497,381,424,92,-1102,-72,292.571358816956,756.2711154076956,1108.175076420689,0
19,-308,-44,-455,374,365,75,-1186,-42,311.7065928080444,692.911249728275,1189.111012479491,0
12,-330,-39,-382,374,303,47,-1272,-35,332.513157634401,614.4989829120956,1273.3491273016996,0
3,-346,-38,-275,371,245,19,-1339,-31,348.0933782765768,522.7724170229336,1339.493561014759,0
4,-362,-42,-141,363,194,12,-1381,-31,364.4502709561347,435.0701092927438,1381.4000144780657,0
-1,-364,-47,5,342,148,9,-1395,-59,367.02316003217015,372.6835118434944,1396.27611882464,0
1,-366,-46,151,307,96,18,-1383,-63,368.8807395351511,355.33927449692357,1384.55119081961,0
6,-354,-51,295,267,39,8,-1352,-59,357.7051858723885,399.79369679873645,1353.3103856839346,0
-9,-332,-49,434,230,-20,-9,-1296,-75,335.7171428449849,491.5851909893137,1298.1995224155646,0
-14,-316,-51,546,199,-73,-50,-1227,-91,320.39506862621965,585.7012890544121,1231.3853986465813,0
-19,-292,-63,617,173,-127,-75,-1150,-113,299.322568477554,653.258754246738,1157.969775080507,0
-27,-273,-67,622,153,-180,-113,-1091,-141,282.39511327216695,665.3517866512422,1105.8621071363282,0
-33,-255,-74,548,135,-234,-125,-1026,-160,267.5630766753888,610.970539387948,1045.8972224841216,0
-34,-245,-71,408,115,-289,-145,-991,-174,257.3363557680881,513.0399594573506,1016.5539828262933,0
-36,-234,-63,238,92,-342,-140,-931,-144,244.99183659869158,426.69895711145114,952.4164005307763,0
-37,-219,-56,93,74,-396,-144,-867,-115,229.05457864884517,413.45011791025047,886.3689976527834,0
-42,-211,-65,0,68,-446,-153,-831,-110,224.74429914905517,451.1540756770352,852.0974122716252,0
-33,-225,-60,-86,75,-482,-146,-868,-129,235.18928547023566,495.32312685760996,889.5959757103221,0
-32,-210,-53,-155,76,-516,-133,-824,-93,218.93606372637652,544.1112018696178,839.8297446506643,0
-31,-205,-50,-159,76,-548,-137,-790,-89,213.27447104611466,575.6396442219733,806.7155632563438,0
-39,-206,-59,-125,89,-569,-144,-795,-107,217.80266297729236,589.3275829282047,814.9907974940576,0
-36,-204,-57,-101,102,-580,-144,-795,-97,214.85111123752654,597.4989539739797,813.7382871660888,0
-32,-208,-56,-83,96,-591,-132,-799,-97,217.7705214210592,604.4716701384772,815.6187835012139,0
-29,-212,-54,-82,75,-597,-119,-815,-108,220.6830306117804,607.2544771345865,830.6924822098729,0
-23,-210,-56,-97,46,-595,-102,-816,-98,218.55205329623422,604.6073105743926,828.1690648653812,0
-21,-211,-53,-111,17,-581,-90,-819,-93,218.56577957219196,591.7524820395771,829.1622277938136,0
-15,-217,-50,-117,-9,-561,-77,-827,-71,223.19050159000943,573.141343823668,833.6060220511846,0
-16,-214,-45,-110,-32,-540,-53,-833,-52,219.264680238291,552.0181156447676,836.3025768225278,0
-11,-215,-40,-91,-54,-516,-45,-836,-40,218.9657507465494,526.7380753277666,838.1652581681013,0
-11,-215,-40,-62,-80,-494,-31,-833,-24,218.9657507465494,504.26183674753736,833.9220587081265,0
-6,-218,-36,-30,-106,-475,-27,-837,-9,221.03393404633596,487.60742406161125,837.4837311852691,0
-1,-218,-33,-3,-131,-459,-11,-834,-5,220.48582720891608,477.33740687274866,834.0875253832777,0
-5,-213,-33,21,-155,-446,-12,-825,-2,215.59916511897723,472.63305005045936,825.0896920941383,0
-3,-211,-32,30,-177,-436,-8,-819,-9,213.43383049554257,471.51352048483193,819.088517805005,0
-2,-207,-37,25,-197,-433,-8,-813,-14,210.2902755716488,476.36435634921304,813.1598858773101,0
-2,-206,-35,7,-216,-431,-1,-808,-15,208.96171898220976,482.14728040299053,808.1398393842492,0
2,-206,-37,-15,-229,-429,7,-798,-11,209.30599609184634,486.5254361284721,798.1065091828283,0
8,-205,-34,-37,-237,-427,17,-792,-15,207.95432190748045,489.7621871888437,792.3244285013558,0
4,-208,-34,-52,-240,-430,19,-801,-3,210.79848196796863,495.1807750710845,801.2309280101462,0
4,-205,-30,-64,-241,-427,22,-812,9,207.2221030681814,494.4754796751807,812.3478319045358,0
8,-212,-15,-71,-245,-417,32,-818,22,212.6805115660577,488.8302363806887,818.9212416343833,0
4,-216,-24,-77,-244,-406,12,-827,39,217.3660507070964,479.8968639197385,828.0060386253231,0
7,-223,-16,-77,-246,-389,35,-847,61,223.6828111411335,466.65404744842834,849.9147016024608,0
9,-229,-9,-69,-260,-376,43,-878,80,229.35343904114453,462.31699081906993,882.6851080651581,0
11,-235,-7,-52,-286,-368,41,-893,94,235.36142419691464,468.96055271205915,898.8692897190336,0
11,-236,-5,-29,-314,-354,42,-902,93,236.30911958703584,474.0812166707304,907.7538212533176,0
13,-238,-9,-7,-343,-334,55,-923,87,238.52463185172303,478.80476188108236,928.721163751532,0
13,-240,-11,14,-370,-310,58,-936,84,240.60340812216273,482.9037171113927,941.5497862566801,0
12,-234,-5,29,-393,-285,52,-928,83,234.3608329051593,486.32807856425484,933.1543280722648,0
10,-234,-1,54,-411,-262,53,-915,98,234.21571253867663,490.38862140143505,921.758102757985,0
10,-232,-6,83,-429,-237,46,-914,100,232.29291853175377,497.0905350134923,920.6041494583869,0
12,-229,-5,103,-442,-211,54,-890,104,229.36869882353173,500.4937562048102,897.6814579793881,0
12,-223,-1,123,-452,-190,51,-871,111,223.32487546173624,505.50272007181127,879.5243032457944,0
11,-217,2,131,-460,-167,44,-855,117,217.28782754678184,506.60635605961363,864.0891157745248,0
14,-216,1,126,-463,-142,48,-840,133,216.45553815968765,500.4088328556961,851.8174687102866,0
11,-213,6,117,-467,-119,50,-830,160,213.3682263131041,495.92237295770394,846.7585252006619,0
10,-216,16,110,-471,-104,32,-831,176,216.82250805670523,494.72921886624,850.0358815955948,0
10,-206,27,107,-471,-94,28,-798,224,208.00240383226344,492.0630040960202,829.3153802987136,0
6,-207,32,128,-480,-60,23,-798,251,209.54474462510387,500.3838526571376,836.8596059077054,0
5,-208,39,151,-482,-21,21,-815,273,211.68372634664195,505.5353597919734,859.7645026401125,0
-1,-214,44,171,-481,14,4,-828,292,218.4788319265736,510.6838552372691,877.9886104044858,0
1,-220,45,187,-490,52,2,-855,303,224.5573423426631,527.04174407726,907.1041836525725,0
-3,-226,47,200,-500,89,11,-880,296,230.85493280413135,545.8213993606333,928.5133278526486,0
6,-232,41,206,-510,123,18,-901,281,235.6713813766958,563.6177782859586,943.9735165776633,0
8,-239,38,205,-514,150,25,-932,268,242.13426027722718,573.3419572994811,970.0891711590228,0
10,-242,33,199,-512,166,36,-948,249,244.44426767670376,573.8475407283715,980.8164965986247,0
9,-248,27,189,-513,176,32,-966,225,249.6277228194016,574.3396207819899,992.3734176206051,0
16,-250,22,171,-515,179,66,-981,211,251.4756449439985,571.4079103407653,1005.6033015061158,0
22,-256,17,148,-515,169,87,-1002,192,257.50533975046034,561.8629726187694,1023.9321266568405,0
30,-264,16,119,-506,133,101,-1014,179,266.18038996139444,536.5500908582534,1034.6197369082033,0
23,-262,14,80,-488,90,89,-1020,175,263.37995367909076,502.63704598845476,1038.7232547700085,0
24,-266,9,40,-460,70,92,-1036,146,267.23210884921747,467.0117771534247,1050.274249898568,0
30,-275,-10,-5,-415,60,107,-1077,93,276.81221071332817,419.3447269252351,1086.290476806273,0
43,-277,-18,-68,-351,42,144,-1101,49,280.8949981754748,359.9847218980272,1111.4576015305306,0
48,-287,-32,-145,-281,12,177,-1118,16,292.7404994188539,316.4332473050201,1132.0375435470328,0
53,-289,-28,-229,-213,-30,201,-1135,1,295.1508089096149,314.18147622035264,1152.6608347645026,0
52,-303,-25,-314,-161,-69,200,-1166,19,308.4444844700582,359.55249964365424,1183.1808821984912,0
50,-311,-1,-378,-121,-96,196,-1195,83,314.99523805924434,408.33931968400987,1213.8080573138407,0
51,-318,23,-400,-94,-114,201,-1223,188,322.88388005597307,426.4176356578138,1253.5844606567202,0
48,-319,46,-356,-72,-130,187,-1221,287,325.8542619024646,385.77195336104984,1268.139976501017,0
48,-310,66,-252,-44,-138,190,-1201,366,320.5620064823653,290.6613149354417,1269.8255785736874,0
55,-308,76,-127,-11,-149,211,-1181,413,321.97049554268165,196.08926538696605,1268.7990384611742,0
54,-301,79,-7,31,-179,211,-1163,437,315.8448986448887,181.79933993279514,1260.1821296939581,0
59,-292,81,93,92,-231,218,-1125,446,308.71669860893496,265.46939559956814,1229.6605222580743,0
57,-283,77,162,148,-265,211,-1104,422,298.7758357029564,344.05377486666237,1200.5919373375784,0
57,-278,62,184,197,-287,226,-1102,366,290.4771935970189,393.74357137609246,1182.9775991116653,0
66,-287,41,148,242,-325,248,-1124,278,297.3314648670739,431.3849788761774,1184.1300604241073,0
78,-298,13,42,285,-371,297,-1172,176,308.31315249272126,469.7126781341973,1221.7892616977774,0
97,-316,-18,-112,319,-418,358,-1231,62,331.0422933704997,537.6141739202939,1283.498733930034,0
109,-340,-55,-283,345,-484,401,-1327,-112,361.25614181630186,658.3084383478614,1390.7817945314066,0
113,-371,-80,-445,385,-566,408,-1433,-226,395.9924241699581,816.4594294880793,1506.9933642853243,0
111,-406,-92,-584,460,-658,410,-1573,-255,430.83755639451863,992.7839644152195,1645.4342891771764,0
112,-434,-85,-655,574,-754,398,-1678,-211,456.20718977236646,1151.9622389644549,1737.4144583259344,0
107,-447,-68,-632,702,-852,378,-1690,-151,464.6310364149171,1272.0581747703209,1738.3282198710347,0
97,-438,-62,-532,792,-941,346,-1659,-113,452.8763628188161,1340.063058217784,1698.4598906067815,0
80,-416,-53,-400,832,-1015,312,-1588,-116,426.9250519704835,1372.0236878421597,1622.5116332402674,0
74,-394,-58,-287,856,-1073,272,-1495,-135,405.06295806948333,1402.2959744647349,1525.5274497694231,0
60,-374,-64,-217,902,-1109,224,-1434,-147,384.1510119731562,1445.881737902516,1458.8149300031173,0
49,-358,-61,-192,959,-1125,175,-1375,-123,366.45054236554216,1490.694469031129,1391.5383573585027,0
39,-342,-51,-197,988,-1121,145,-1321,-83,347.97413696997654,1507.1808119797704,1331.5235634415187,0
29,-327,-46,-195,965,-1104,112,-1245,-57,331.4905730182987,1479.2112763226219,1251.3264961631717,0
27,-316,-47,-167,898,-1082,105,-1201,-68,320.6150339581723,1415.9862287465935,1207.4974120055083,0
6,-304,-61,-112,807,-1077,35,-1165,-135,310.11771958403153,1350.4525167513295,1173.3179449748477,0
7,-289,-85,-41,722,-1099,43,-1106,-215,301.32208681077464,1315.5858010787438,1127.523835668231,0
-7,-260,-109,14,603,-1085,-8,-999,-310,282.0106380972179,1241.382294057717,1046.0234222999024,0
-13,-243,-140,64,477,-1004,-39,-935,-432,280.74543629416314,1113.3916651385532,1030.713345212916,0
-20,-219,-150,93,367,-933,-74,-834,-496,266.19729525297583,1006.8897655652281,973.1639121956794,0
-32,-187,-155,99,255,-890,-117,-707,-521,244.98571386919687,931.0886101762818,885.9904062686006,0
-45,-151,-159,81,146,-853,-158,-588,-517,223.84592915664112,869.186976432574,798.7471439698548,0
-45,-128,-156,16,45,-774,-168,-504,-507,206.74863965695155,775.4721142633048,734.3629892634841,0
-40,-118,-143,-118,-38,-683,-161,-473,-453,189.66549501688493,694.1592036413549,674.4323539095674,0
-36,-130,-126,-289,-92,-596,-141,-497,-404,184.5860233062081,668.7308875773572,655.8246716920613,0
-37,-156,-108,-477,-116,-504,-170,-595,-318,193.31063085097003,703.56307464221,695.7363006197104,0
-42,-199,-89,-646,-99,-401,-168,-750,-236,222.00450445880597,766.7581104885686,804.0024875583408,0
-51,-248,-54,-770,-59,-298,-182,-912,-130,258.88414397177746,827.7590229046132,939.025026290567,0
-45,-294,-28,-818,-34,-189,-186,-1088,-20,298.73901653449957,840.2386565732381,1103.9655791735538,0
-30,-336,-10,-794,-45,-81,-128,-1242,60,337.4848144731848,799.3885163048066,1250.0191998525463,0
-7,-372,6,-687,-82,5,-51,-1380,126,372.1142297736006,691.8945006285279,1386.6784053990311,0
18,-391,7,-503,-101,72,44,-1481,145,391.47669151559967,518.0675631614085,1488.7316749501906,0
41,-408,7,-273,-95,110,130,-1553,138,410.11461812522606,309.2798085876283,1564.5296417773618,0
47,-414,-7,-27,-69,118,165,-1569,97,416.71813015514454,139.3341307792172,1580.63120303251,0
52,-403,-20,222,-29,118,198,-1538,64,406.8328895259084,253.0790390372146,1552.0128865444385,0
